arm_id,attempt_id,battery_capacity_start,battery_status_end,battery_status_start,bench_json,benchmark,boot_id,charge_delta_uah,config,cool_timeout,cool_wait_s,device_online,energy_j,energy_j_timestamped,energy_metric_used,energy_scope,entry_temp_mC,mask,mode,policy0_khz_max,policy0_khz_mean,policy6_khz_max,policy6_khz_mean,power_w_mean,rc,rep_batch,sampler_samples,samples_are_per_rep,schema_version,suspend_detected,suspend_detected_by_device,t_end,t_start,telemetry_csv,telemetry_samples,test,threads,tokens_counted,tokens_per_joule,tps_iqr,tps_max,tps_median,tps_min,tps_n,tps_q1,tps_q3,trace_captured,trace_evicted,valid,wall_s
presets.pp_background.b0,5b3999e9a1f7483694def0ffead8c835,99,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.pp_background.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,0.0,pp_background,False,58.6,True,99.87,94.82,energy_j_timestamped,invocation_incl_setup,42600.0,0x3F,presets,1500000.0,1500000.0,1532000.0,1453157.9,1.813,0,0,39,True,5,False,False,8657.14,8602.04,out/presets_stock/telemetry/presets.pp_background.b0.csv,38,pp,6,2560,26.999,10.467,70.549,61.414,50.906,5,55.9,66.367,False,False,True,55.1
presets.pp_balanced.b0,1b088c58d84f48f1b6face594724c791,98,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.pp_balanced.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,161000.0,pp_balanced,False,61.1,True,91.15,83.86,energy_j_timestamped,invocation_incl_setup,41200.0,0xCF,presets,1500000.0,1489705.9,1532000.0,1532000.0,2.265,0,0,18,True,5,False,False,8957.78,8917.54,out/presets_stock/telemetry/presets.pp_balanced.b0.csv,17,pp,6,2560,30.527,2.279,90.97,90.062,72.23,5,87.851,90.13,False,False,True,40.24
presets.pp_throughput.b0,497ef06c120b4c689c91c66534f6ae08,98,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.pp_throughput.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,0.0,pp_throughput,False,48.2,True,101.82,92.07,energy_j_timestamped,invocation_incl_setup,42900.0,free,presets,1500000.0,1500000.0,2000000.0,1559529.4,2.21,0,0,18,True,5,False,False,8753.61,8707.53,out/presets_stock/telemetry/presets.pp_throughput.b0.csv,17,pp,8,2560,27.805,5.034,85.662,80.331,58.251,5,76.28,81.313,False,False,True,46.08
presets.tg_background.b0,8dfef39bfd1c4488af752737cc89a214,98,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.tg_background.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,0.0,tg_background,False,57.2,True,85.27,80.55,energy_j_timestamped,invocation_incl_setup,41000.0,0x3F,presets,1500000.0,1500000.0,1532000.0,1461307.7,2.061,0,0,27,True,5,False,False,8854.27,8812.89,out/presets_stock/telemetry/presets.tg_background.b0.csv,26,tg,4,640,7.945,0.023,17.939,17.902,17.379,5,17.889,17.912,False,False,True,41.38
presets.tg_balanced.b0,46ea229a889e4937b0599920ff222d8e,100,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.tg_balanced.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,7000.0,tg_balanced,False,47.5,True,84.46,69.86,energy_j_timestamped,invocation_incl_setup,39600.0,0xCF,presets,1500000.0,1434000.0,1532000.0,1532000.0,2.528,0,0,12,True,5,False,False,8288.34,8254.93,out/presets_stock/telemetry/presets.tg_balanced.b0.csv,11,tg,4,640,9.161,0.172,20.972,20.837,20.582,5,20.771,20.943,False,False,True,33.41
presets.tg_default.b0,753ff613e7cf4973beef0f6fb1aee778,100,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.tg_default.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,9000.0,tg_default,False,47.4,True,238.42,229.65,energy_j_timestamped,invocation_incl_setup,42300.0,free,presets,1500000.0,1495212.8,1532000.0,1532000.0,2.064,0,0,48,True,5,False,False,8453.48,8337.99,out/presets_stock/telemetry/presets.tg_default.b0.csv,47,tg,8,640,2.787,3.744,9.909,8.061,2.759,5,5.463,9.207,False,False,True,115.49
presets.tg_throughput.b0,7c3267bd1c904af58e254f1a52a4c3fa,99,Discharging,Discharging,out/presets_stock/bench_json/bench_presets.tg_throughput.b0.json,llama-bench,6e7b509d-21c4-4ad6-8da0-04c341036958,0.0,tg_throughput,False,47.3,True,97.63,89.29,energy_j_timestamped,invocation_incl_setup,41900.0,free,presets,1500000.0,1437500.0,1532000.0,1526437.5,2.549,0,0,17,True,5,False,False,8541.26,8502.96,out/presets_stock/telemetry/presets.tg_throughput.b0.csv,16,tg,4,640,7.168,1.735,19.91,19.581,17.049,5,18.114,19.849,False,False,True,38.3
